,timestamp,open,high,low,close,volume,oi
0,2022-01-20T09:15:00+0530,141.8,142.6,141.65,142.4,25579,0
1,2022-01-20T09:16:00+0530,142.5,142.9,142.4,142.85,17181,0
2,2022-01-20T09:17:00+0530,142.9,142.9,142.05,142.2,29172,0
3,2022-01-20T09:18:00+0530,142.3,142.6,142.05,142.45,11251,0
4,2022-01-20T09:19:00+0530,142.4,142.5,142.25,142.3,11222,0
5,2022-01-20T09:20:00+0530,142.45,142.45,142.05,142.15,10640,0
6,2022-01-20T09:21:00+0530,142.15,142.15,141.6,142.0,11381,0
7,2022-01-20T09:22:00+0530,142.1,142.1,141.85,141.9,6043,0
8,2022-01-20T09:23:00+0530,141.95,142.15,141.85,141.95,8833,0
9,2022-01-20T09:24:00+0530,141.95,141.95,141.7,141.85,3813,0
10,2022-01-20T09:25:00+0530,141.85,142.0,141.8,141.95,4374,0
11,2022-01-20T09:26:00+0530,141.95,142.4,141.95,142.35,3833,0
12,2022-01-20T09:27:00+0530,142.3,142.3,141.95,142.0,18222,0
13,2022-01-20T09:28:00+0530,142.0,142.5,142.0,142.5,9026,0
14,2022-01-20T09:29:00+0530,142.5,142.5,142.1,142.3,7827,0
15,2022-01-20T09:30:00+0530,142.3,142.6,142.3,142.5,9991,0
16,2022-01-20T09:31:00+0530,142.65,143.1,142.65,142.85,23973,0
17,2022-01-20T09:32:00+0530,142.85,143.05,142.7,142.9,22222,0
18,2022-01-20T09:33:00+0530,142.95,143.1,142.9,142.9,5079,0
19,2022-01-20T09:34:00+0530,143.0,143.25,143.0,143.2,16849,0
20,2022-01-20T09:35:00+0530,143.25,143.35,143.0,143.0,14387,0
21,2022-01-20T09:36:00+0530,143.0,143.2,142.9,143.1,5032,0
22,2022-01-20T09:37:00+0530,143.15,143.2,143.05,143.2,5187,0
23,2022-01-20T09:38:00+0530,143.2,143.2,143.05,143.15,3456,0
24,2022-01-20T09:39:00+0530,143.15,143.15,143.0,143.05,2994,0
25,2022-01-20T09:40:00+0530,142.95,143.1,142.95,143.0,4783,0
26,2022-01-20T09:41:00+0530,143.0,143.05,142.85,142.95,13812,0
27,2022-01-20T09:42:00+0530,142.85,142.95,142.8,142.8,5226,0
28,2022-01-20T09:43:00+0530,142.8,142.9,142.65,142.75,6228,0
29,2022-01-20T09:44:00+0530,142.75,142.8,142.6,142.8,3050,0
30,2022-01-20T09:45:00+0530,142.8,142.8,142.8,142.8,830,0
31,2022-01-20T09:46:00+0530,142.75,142.8,142.7,142.7,5673,0
32,2022-01-20T09:47:00+0530,142.7,142.7,142.5,142.5,6138,0
33,2022-01-20T09:48:00+0530,142.5,142.75,142.5,142.6,4699,0
34,2022-01-20T09:49:00+0530,142.6,142.75,142.55,142.55,1635,0
35,2022-01-20T09:50:00+0530,142.55,142.9,142.5,142.9,7849,0
36,2022-01-20T09:51:00+0530,142.9,142.9,142.8,142.85,1466,0
37,2022-01-20T09:52:00+0530,142.85,142.85,142.55,142.55,4183,0
38,2022-01-20T09:53:00+0530,142.55,142.95,142.5,142.65,9211,0
39,2022-01-20T09:54:00+0530,142.65,142.7,142.25,142.25,4619,0
40,2022-01-20T09:55:00+0530,142.25,142.4,142.05,142.25,56684,0
41,2022-01-20T09:56:00+0530,142.25,142.55,142.25,142.5,1669,0
42,2022-01-20T09:57:00+0530,142.55,142.65,142.35,142.6,5264,0
43,2022-01-20T09:58:00+0530,142.6,142.7,142.45,142.7,3566,0
44,2022-01-20T09:59:00+0530,142.8,142.8,142.55,142.65,1975,0
45,2022-01-20T10:00:00+0530,142.65,142.65,142.25,142.25,4718,0
46,2022-01-20T10:01:00+0530,142.25,142.65,142.25,142.65,1826,0
47,2022-01-20T10:02:00+0530,142.65,142.65,142.55,142.6,1890,0
48,2022-01-20T10:03:00+0530,142.6,142.6,142.45,142.6,562,0
49,2022-01-20T10:04:00+0530,142.65,142.65,142.45,142.6,1131,0
50,2022-01-20T10:05:00+0530,142.45,142.65,142.45,142.65,1248,0
51,2022-01-20T10:06:00+0530,142.65,142.65,142.3,142.3,3953,0
52,2022-01-20T10:07:00+0530,142.3,142.55,142.3,142.4,2456,0
53,2022-01-20T10:08:00+0530,142.4,142.55,142.4,142.5,702,0
54,2022-01-20T10:09:00+0530,142.5,142.5,142.4,142.5,451,0
55,2022-01-20T10:10:00+0530,142.5,142.55,142.45,142.55,1139,0
56,2022-01-20T10:11:00+0530,142.55,142.6,142.45,142.55,154,0
57,2022-01-20T10:12:00+0530,142.55,142.55,142.5,142.5,263,0
58,2022-01-20T10:13:00+0530,142.5,142.5,142.45,142.5,510,0
59,2022-01-20T10:14:00+0530,142.5,142.5,142.45,142.45,4112,0
60,2022-01-20T10:15:00+0530,142.5,142.6,142.45,142.6,2004,0
61,2022-01-20T10:16:00+0530,142.65,142.75,142.5,142.75,8765,0
62,2022-01-20T10:17:00+0530,142.6,142.85,142.6,142.75,2133,0
63,2022-01-20T10:18:00+0530,142.75,142.75,142.75,142.75,1003,0
64,2022-01-20T10:19:00+0530,142.75,142.75,142.5,142.55,3304,0
65,2022-01-20T10:20:00+0530,142.7,142.75,142.55,142.75,2163,0
66,2022-01-20T10:21:00+0530,142.75,142.75,142.7,142.75,1422,0
67,2022-01-20T10:22:00+0530,142.75,142.85,142.6,142.7,1759,0
68,2022-01-20T10:23:00+0530,142.7,142.7,142.65,142.7,1020,0
69,2022-01-20T10:24:00+0530,142.7,142.85,142.7,142.8,612,0
70,2022-01-20T10:25:00+0530,142.7,142.8,142.65,142.65,1612,0
71,2022-01-20T10:26:00+0530,142.65,142.7,142.55,142.55,1768,0
72,2022-01-20T10:27:00+0530,142.55,142.7,142.55,142.7,424,0
73,2022-01-20T10:28:00+0530,142.7,142.8,142.7,142.7,5010,0
74,2022-01-20T10:29:00+0530,142.7,142.85,142.65,142.75,242,0
75,2022-01-20T10:30:00+0530,142.75,142.85,142.7,142.75,1150,0
76,2022-01-20T10:31:00+0530,142.75,142.9,142.75,142.9,1944,0
77,2022-01-20T10:32:00+0530,142.9,142.95,142.85,142.9,2024,0
78,2022-01-20T10:33:00+0530,142.9,142.9,142.85,142.85,2560,0
79,2022-01-20T10:34:00+0530,142.85,142.85,142.75,142.75,551,0
80,2022-01-20T10:35:00+0530,142.85,142.9,142.75,142.8,1990,0
81,2022-01-20T10:36:00+0530,142.9,142.95,142.8,142.8,5969,0
82,2022-01-20T10:37:00+0530,142.8,142.85,142.75,142.85,347,0
83,2022-01-20T10:38:00+0530,142.85,142.85,142.75,142.75,453,0
84,2022-01-20T10:39:00+0530,142.75,142.85,142.75,142.85,467,0
85,2022-01-20T10:40:00+0530,142.85,142.85,142.75,142.75,425,0
86,2022-01-20T10:41:00+0530,142.75,142.85,142.75,142.85,1197,0
87,2022-01-20T10:42:00+0530,142.85,142.9,142.75,142.85,713,0
88,2022-01-20T10:43:00+0530,142.75,142.85,142.6,142.6,2237,0
89,2022-01-20T10:44:00+0530,142.55,142.7,142.55,142.55,2674,0
90,2022-01-20T10:45:00+0530,142.55,142.75,142.55,142.75,846,0
91,2022-01-20T10:46:00+0530,142.75,142.75,142.6,142.75,515,0
92,2022-01-20T10:47:00+0530,142.75,142.75,142.6,142.6,10,0
93,2022-01-20T10:48:00+0530,142.6,142.7,142.55,142.7,1520,0
94,2022-01-20T10:49:00+0530,142.55,142.7,142.55,142.7,100,0
95,2022-01-20T10:50:00+0530,142.7,142.8,142.3,142.3,29329,0
96,2022-01-20T10:51:00+0530,142.3,142.3,141.7,141.95,34333,0
97,2022-01-20T10:52:00+0530,141.95,142.0,141.9,142.0,2515,0
98,2022-01-20T10:53:00+0530,142.0,142.0,141.85,141.95,2896,0
99,2022-01-20T10:54:00+0530,141.95,142.0,141.95,142.0,113,0
100,2022-01-20T10:55:00+0530,142.0,142.0,141.65,141.7,10986,0
101,2022-01-20T10:56:00+0530,141.75,141.95,141.7,141.9,756,0
102,2022-01-20T10:57:00+0530,141.95,141.95,141.8,141.8,1283,0
103,2022-01-20T10:58:00+0530,141.85,141.85,141.65,141.65,2875,0
104,2022-01-20T10:59:00+0530,141.65,141.85,141.65,141.85,3058,0
105,2022-01-20T11:00:00+0530,141.85,141.9,141.7,141.9,3621,0
106,2022-01-20T11:01:00+0530,141.9,141.95,141.85,141.95,2743,0
107,2022-01-20T11:02:00+0530,141.85,141.95,141.85,141.95,732,0
108,2022-01-20T11:03:00+0530,141.95,142.0,141.9,142.0,3704,0
109,2022-01-20T11:04:00+0530,142.0,142.0,141.9,141.9,2016,0
110,2022-01-20T11:05:00+0530,142.0,142.0,141.9,142.0,1230,0
111,2022-01-20T11:06:00+0530,142.0,142.0,141.95,142.0,5376,0
112,2022-01-20T11:07:00+0530,142.0,142.0,141.95,141.95,7896,0
113,2022-01-20T11:08:00+0530,141.95,142.0,141.95,141.95,143,0
114,2022-01-20T11:09:00+0530,142.0,142.0,141.95,142.0,2161,0
115,2022-01-20T11:10:00+0530,142.0,142.0,141.95,142.0,2094,0
116,2022-01-20T11:11:00+0530,142.0,142.0,141.95,141.95,2444,0
117,2022-01-20T11:12:00+0530,142.0,142.0,141.8,141.8,3641,0
118,2022-01-20T11:13:00+0530,141.8,141.8,141.5,141.5,11193,0
119,2022-01-20T11:14:00+0530,141.5,141.65,141.5,141.55,8644,0
120,2022-01-20T11:15:00+0530,141.55,141.7,141.55,141.65,2248,0
121,2022-01-20T11:16:00+0530,141.55,141.85,141.55,141.85,1815,0
122,2022-01-20T11:17:00+0530,141.85,142.0,141.85,141.95,9296,0
123,2022-01-20T11:18:00+0530,141.95,142.0,141.9,142.0,981,0
124,2022-01-20T11:19:00+0530,142.0,142.0,141.9,142.0,7724,0
125,2022-01-20T11:20:00+0530,142.0,142.0,141.9,142.0,1512,0
126,2022-01-20T11:21:00+0530,142.0,142.0,141.85,141.85,524,0
127,2022-01-20T11:22:00+0530,141.85,142.0,141.85,142.0,194,0
128,2022-01-20T11:23:00+0530,142.0,142.0,141.85,141.95,393,0
129,2022-01-20T11:24:00+0530,141.95,141.95,141.8,141.8,827,0
130,2022-01-20T11:25:00+0530,141.8,141.85,141.8,141.8,418,0
