,timestamp,open,high,low,close,volume,oi
0,2022-03-04T09:15:00+0530,17.75,18.0,17.7,17.95,120315,0
1,2022-03-04T09:16:00+0530,17.85,17.95,17.85,17.95,21153,0
2,2022-03-04T09:17:00+0530,17.95,17.95,17.85,17.9,29074,0
3,2022-03-04T09:18:00+0530,17.9,17.95,17.85,17.9,11101,0
4,2022-03-04T09:19:00+0530,17.9,17.9,17.85,17.85,33971,0
5,2022-03-04T09:20:00+0530,17.85,17.9,17.8,17.8,26251,0
6,2022-03-04T09:21:00+0530,17.8,17.9,17.8,17.9,5238,0
7,2022-03-04T09:22:00+0530,17.9,17.9,17.85,17.85,4234,0
8,2022-03-04T09:23:00+0530,17.85,17.95,17.85,17.95,58513,0
9,2022-03-04T09:24:00+0530,17.95,17.95,17.9,17.9,5833,0
10,2022-03-04T09:25:00+0530,17.9,17.9,17.85,17.85,5684,0
11,2022-03-04T09:26:00+0530,17.85,17.95,17.85,17.95,16950,0
12,2022-03-04T09:27:00+0530,17.95,17.95,17.9,17.9,4304,0
13,2022-03-04T09:28:00+0530,17.95,17.95,17.95,17.95,1816,0
14,2022-03-04T09:29:00+0530,17.9,17.9,17.85,17.9,25319,0
15,2022-03-04T09:30:00+0530,17.9,17.9,17.85,17.85,2313,0
16,2022-03-04T09:31:00+0530,17.85,17.9,17.85,17.85,47549,0
17,2022-03-04T09:32:00+0530,17.85,17.9,17.8,17.9,17600,0
18,2022-03-04T09:33:00+0530,17.9,17.9,17.85,17.9,364,0
19,2022-03-04T09:34:00+0530,17.9,17.9,17.85,17.9,356,0
20,2022-03-04T09:35:00+0530,17.9,17.9,17.85,17.9,6788,0
21,2022-03-04T09:36:00+0530,17.9,17.9,17.85,17.85,16416,0
22,2022-03-04T09:37:00+0530,17.85,17.9,17.85,17.85,137,0
23,2022-03-04T09:38:00+0530,17.85,17.9,17.85,17.9,973,0
24,2022-03-04T09:39:00+0530,17.9,17.9,17.85,17.9,7189,0
25,2022-03-04T09:40:00+0530,17.9,17.9,17.85,17.85,7309,0
26,2022-03-04T09:41:00+0530,17.85,17.9,17.85,17.9,1007,0
27,2022-03-04T09:42:00+0530,17.9,17.9,17.85,17.9,2116,0
28,2022-03-04T09:43:00+0530,17.9,17.9,17.75,17.8,110622,0
29,2022-03-04T09:44:00+0530,17.8,17.85,17.8,17.85,18752,0
30,2022-03-04T09:45:00+0530,17.8,17.85,17.8,17.8,15313,0
31,2022-03-04T09:46:00+0530,17.8,17.9,17.8,17.9,22261,0
32,2022-03-04T09:47:00+0530,17.9,17.9,17.85,17.9,941,0
33,2022-03-04T09:48:00+0530,17.9,17.9,17.85,17.9,2161,0
34,2022-03-04T09:49:00+0530,17.9,17.9,17.85,17.85,13295,0
35,2022-03-04T09:50:00+0530,17.85,17.9,17.8,17.8,2326,0
36,2022-03-04T09:51:00+0530,17.8,17.85,17.8,17.85,7195,0
37,2022-03-04T09:52:00+0530,17.85,17.9,17.8,17.85,419,0
38,2022-03-04T09:53:00+0530,17.85,17.85,17.8,17.8,1722,0
39,2022-03-04T09:54:00+0530,17.8,17.85,17.8,17.85,10026,0
40,2022-03-04T09:55:00+0530,17.8,17.85,17.8,17.85,237,0
41,2022-03-04T09:56:00+0530,17.85,17.85,17.8,17.85,3160,0
42,2022-03-04T09:57:00+0530,17.85,17.85,17.8,17.85,5653,0
43,2022-03-04T09:58:00+0530,17.85,17.85,17.8,17.85,16119,0
44,2022-03-04T09:59:00+0530,17.85,17.85,17.8,17.8,772,0
45,2022-03-04T10:00:00+0530,17.85,17.85,17.85,17.85,10140,0
46,2022-03-04T10:01:00+0530,17.85,17.85,17.85,17.85,10920,0
47,2022-03-04T10:02:00+0530,17.85,17.85,17.8,17.85,6562,0
48,2022-03-04T10:03:00+0530,17.8,17.85,17.8,17.8,35480,0
49,2022-03-04T10:04:00+0530,17.8,17.8,17.75,17.8,1719,0
50,2022-03-04T10:05:00+0530,17.8,17.8,17.75,17.75,670,0
51,2022-03-04T10:06:00+0530,17.75,17.8,17.75,17.8,1970,0
52,2022-03-04T10:07:00+0530,17.8,17.8,17.75,17.8,4387,0
53,2022-03-04T10:08:00+0530,17.8,17.8,17.8,17.8,9,0
54,2022-03-04T10:09:00+0530,17.8,17.8,17.75,17.75,493,0
55,2022-03-04T10:10:00+0530,17.75,17.8,17.75,17.8,1042,0
56,2022-03-04T10:11:00+0530,17.8,17.8,17.75,17.75,1168,0
57,2022-03-04T10:12:00+0530,17.75,17.8,17.75,17.8,613,0
58,2022-03-04T10:13:00+0530,17.8,17.8,17.75,17.8,330,0
59,2022-03-04T10:14:00+0530,17.8,17.8,17.8,17.8,25,0
60,2022-03-04T10:15:00+0530,17.8,17.8,17.75,17.8,3775,0
61,2022-03-04T10:16:00+0530,17.8,17.8,17.75,17.8,3112,0
62,2022-03-04T10:17:00+0530,17.8,17.8,17.75,17.75,3005,0
63,2022-03-04T10:18:00+0530,17.75,17.8,17.75,17.8,3,0
64,2022-03-04T10:19:00+0530,17.8,17.8,17.75,17.8,49,0
65,2022-03-04T10:20:00+0530,17.75,17.8,17.75,17.8,1566,0
66,2022-03-04T10:21:00+0530,17.8,17.8,17.75,17.8,497,0
67,2022-03-04T10:22:00+0530,17.8,17.8,17.8,17.8,158,0
68,2022-03-04T10:23:00+0530,17.75,17.8,17.75,17.75,16844,0
69,2022-03-04T10:24:00+0530,17.7,17.75,17.7,17.7,57183,0
70,2022-03-04T10:25:00+0530,17.75,17.75,17.7,17.75,5506,0
71,2022-03-04T10:26:00+0530,17.75,17.75,17.7,17.75,1973,0
72,2022-03-04T10:27:00+0530,17.75,17.75,17.7,17.75,171,0
73,2022-03-04T10:28:00+0530,17.75,17.75,17.7,17.75,681,0
74,2022-03-04T10:29:00+0530,17.75,17.75,17.7,17.75,15204,0
75,2022-03-04T10:30:00+0530,17.7,17.7,17.65,17.65,15371,0
76,2022-03-04T10:31:00+0530,17.65,17.7,17.65,17.7,1776,0
77,2022-03-04T10:32:00+0530,17.7,17.7,17.65,17.7,1188,0
78,2022-03-04T10:33:00+0530,17.7,17.7,17.65,17.65,5049,0
79,2022-03-04T10:34:00+0530,17.65,17.7,17.65,17.7,230,0
80,2022-03-04T10:35:00+0530,17.65,17.7,17.65,17.7,12350,0
81,2022-03-04T10:36:00+0530,17.7,17.7,17.65,17.7,6358,0
82,2022-03-04T10:37:00+0530,17.7,17.75,17.7,17.7,14679,0
83,2022-03-04T10:38:00+0530,17.75,17.75,17.7,17.75,1319,0
84,2022-03-04T10:39:00+0530,17.75,17.75,17.7,17.7,5078,0
85,2022-03-04T10:40:00+0530,17.7,17.75,17.7,17.75,9110,0
86,2022-03-04T10:41:00+0530,17.75,17.75,17.7,17.75,8026,0
87,2022-03-04T10:42:00+0530,17.75,17.75,17.7,17.75,6540,0
88,2022-03-04T10:43:00+0530,17.75,17.75,17.7,17.7,1568,0
89,2022-03-04T10:44:00+0530,17.7,17.7,17.7,17.7,9593,0
90,2022-03-04T10:45:00+0530,17.7,17.7,17.7,17.7,5500,0
91,2022-03-04T10:46:00+0530,17.75,17.75,17.7,17.75,10117,0
92,2022-03-04T10:47:00+0530,17.75,17.75,17.7,17.75,1256,0
93,2022-03-04T10:48:00+0530,17.7,17.75,17.7,17.75,14602,0
94,2022-03-04T10:49:00+0530,17.75,17.75,17.7,17.75,516,0
95,2022-03-04T10:50:00+0530,17.75,17.8,17.75,17.8,42176,0
96,2022-03-04T10:51:00+0530,17.8,17.8,17.7,17.7,23003,0
97,2022-03-04T10:52:00+0530,17.75,17.75,17.75,17.75,2639,0
98,2022-03-04T10:53:00+0530,17.75,17.8,17.7,17.8,22865,0
99,2022-03-04T10:54:00+0530,17.8,17.8,17.75,17.8,13412,0
100,2022-03-04T10:55:00+0530,17.8,17.8,17.75,17.75,1026,0
101,2022-03-04T10:56:00+0530,17.8,17.8,17.8,17.8,4802,0
102,2022-03-04T10:57:00+0530,17.8,17.8,17.75,17.8,1359,0
103,2022-03-04T10:58:00+0530,17.8,17.8,17.75,17.75,2181,0
104,2022-03-04T10:59:00+0530,17.75,17.8,17.75,17.8,771,0
